"MASTER RESULT SET","MSTR 01",,,,,,,,,,,,,,,,,,,,,,,
"Keyword # 1 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 2 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 3 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 4 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 5 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 6 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 7 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 8 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","PRIMARY TOPIC: What is the ""main topic"" this website would fit under (its subject)?","SUBTOPIC  What is this specific website really about (what is its real focus)?","NAME OF WEBSITE (exactly as it appears on their website). Note: Sometimes the actual website name has spaces between the title words, sometimes it does not. Use the appropriate one.","URLS (also known as a link or ""web address"" or ""links""). Sometimes you are asked to research the website as a whole. Sometimes you are given a ""sub-page, related to a specific topic"" and you must research just that portion of the website. For example notice row 4: it is a sub-page (almost like a separate website) of the main Disney website. But on the right and the left you will notice it deals specifically with ""pin collecting"". If the website takes you to the homepage, do the whole website. If it takes you to a sub-page, just do that portion of the website.","State (the location of the company providing the website) as noted on their website (sometimes it helps to look on the ""contact us"" or ""privacy statement"" page.","City (as noted on their website)","Is using the website FREE or does it COST? Sometimes websites charge for its goods or services. Also, if a website is completely free to browse or if a great deal of it is free to browse, put ""free"" here. However, if clicking on most anything brings up a cost (must pay for it to see it), then put a ""$"" here (we don't need the amount).","Is REGISTRATION REQUIRED? If you can't get to the information without having to register first, then put ""Yes"" here. If you have to register to even browse, put ""Yes"" here.  But if you can see everything, or at least browse, without registering, put no. Note: MOST (not all) shopping websites require registration to buy something, so put Yes here. Examples: Both eBay & Amazon are shopping sites. However, eBay can be browsed and even researched to find out the history of items, without HAVING to register, so put No here. Amazon can be browsed, but provides little information outside of finding things to buy, so put Yes here.","Everything on the Web fits into one (or sometimes 2) of these 4 categories. The definition of ""find it"" is a geographic location (like locating a national park). Make the website fit into one of the following ACTIVITY CATEGORIES =  SEE IT (read the news, view a photos, read and research, check movie times, etc.)  SHOP IT (shop for it, trade it in, auction it, purchase then download it, online shopping, etc.)  DO IT (play a game, chat, update your blog, book a flight, listen to music, customize your computer, and ""sometimes shopping activities"", etc.)  FIND IT (locate London, check out the address of a restaurant in the Chicago metro service area, etc. = this is rarely used in this column). Pick the activity that MOST fist the MAJORITY of the website","Write a BRIEF DESCRIPTION OF WEBSITE. Most often you can copy and paste a small portion of the ""about us"" section of their website to get a good description. It may even require copying and pasting a couple of sentences from different paragraphs within their website to make a ""well rounded description"". However, if you cannot copy and paste something directly from THEIR website, then you must write the description in your own words. YOU CAN NOT USE SOMETHING ANYONE ELSE WROTE - as that is ""copywrite infringement"". You CANNOT use something another website (example: Google, Wikipedia, etc.) uses as their description of this website, as this is also ""copywrite infringement"". The bottom line - if you cannot get a description directly from the website itself - write it yourself. Note: also notice from the examples below that the descriptions are not ""personal"" but rather speak to the general population (meaning they do not include a lot of ""us"" ""I"" ""you"" ""best"" , etc.). Keep anything personal or that relates to ""being the best"" to a minimum, even if you are cutting and pasting directly from their website.","Primary MSA (Metro Service Area) for ubExact Engine","SUPER CAT (this is the very top category this website will be categorized under = it is it's ultimate parent topic)","Is This OFFICIAL Website? (Use this statement: ""Official xxxxx Website"" only for websites that are often confused with other websites, or who have many copycat websites trying to pretend to be them. Example: Disney World).","Preferred Link:
Ad 2-3 Keywords","Preferred Link:
Ad 3-4 Keywords","Preferred Link:
Ad 4-5 Keywords","Separate URL will be for these:
NAV ADS"
"Employment Opportunities","Work Rights","Social Protection","Work Environment","Employment","x","x","x","Employee Services","Work Conditions","International Labor Organization","http://www.ilo.org","Switzerland","Geneve","Free  ","No","See It","The International Labor Organization (ILO) is devoted to advancing opportunities for women and men to obtain decent and productive work in conditions of freedom, equity, security and human dignity","Geneve","Organizations",,,,,
"Jazz History","Jazz Musicians","Jazz Festivals","Jazz Concerts","Jazz","Festival","Events","x","Music","Arts","Central Pennsylvania Friends of Jazz","http://www.cpfj.org/","Pennsylvania","Harrisburg","Free","No","Do It","Central Pennsylvania Friends of Jazz promotes concerts of jazz musicians since its aim is to preserve the legacy of this musical genre and make it alive and accessible to the general public. It also features educational programs featuring great artists.","Harrisburg","Organizations",,,,,
"Hawaii","Historical Facts","Hawaiian History","Hawaiian Culture","Cultural Parks","x","x","x","Society & Culture","History","The Daughters of Hawaii","http://www.daughtersofhawaii.org/","Hawaii","Honolulu","Free","No","Do It","Daughter's of Hawaii is an organization founded by daughter's of protestant missionaries. The attraction aims to promote the culture and history of Hawaii. The facilities can be rented out to the public for their special events like weddings or visit the gift shop for unique gifts. ","Honolulu","Organizations",,,,,
"Outdoors","Search for Camps","Kids & Teens","Find A Camp","Find A Summer Camp","Camp Jobs","Work at a Camp","Entertainment","Travel","Summer Camp","American Camp Association","http://www.acacamps.org/","Indiana","Martinsville","Free","No","See It","The American Camp Association is a community of camp professionals who, for nearly 100 years, have joined together to share our knowledge and experience and to ensure the quality of camp programs. Because of our diverse 7,000 plus membership and our exceptional programs, children and adults have the opportunity to learn powerful lessons in community, character-building, skill development, and healthy living — lessons that can be learned nowhere else.","Indianapolis","Organizations",,,,,
"Jewish Education","Rabbinic Services ","Jewish Life","Southern Jewish Life","Jewish Museums","Education","Judiasm","x","Religion","History","Goldring Woldenberg Institute of Southern Jewish Life","http://www.isjl.org/","Mississippi","Jackson","Free","No","Do It","Goldring Woldenberg Institute of Southern Jewish Life has the mission of providing educational and rabbinic services to Jews whose communities are isolated. The museum has both permanent and traveling exhibits to preserve the rich history of southern Jews.","Jackson","Organizations",,,,,
"Doll Collector","Study of Dolls","Doll Organization","Doll Collecting","Museum Doll Collection","x","x","x","Doll Clubs","Dolls","The United Federation of Doll Clubs, Inc.","http://www.ufdc.org","Missouri","Kansas City","Free","Yes","See It","Members of the United Federation of Doll Clubs are united by their appreciation for dolls. The objectives of the non-profit organization are to create, stimulate and maintain a national and international interest in all matters pertaining to doll collecting. UFDC's headquarters, houses its museum doll collection, and maintains permanent archives of historical documents relating to dolls for the study and enjoyment of members and the viewing public. Educational events, such as national conventions and regional conferences, and a lending library of slide and video programs, provide entry to the wide world of doll collecting, doll dressing and doll making. ","Kansas City","Organizations",,,,,
"Chartable Organizations","End World Hunger","International Project","Charitable Gift Giving","Feed the Poor","x","x","x","Charities","Ending Hunger","Heifer International","http://www.heifer.org/","Arkansas","Little Rock","Free  ","No","See It","Heifer International is a non-profit organization whose goal is to help end world hunger and poverty through self-reliance and sustainability. ","Little Rock","Organizations",,,,,
"Learn to Sail","Sailing Association","Sailing Classes","Sailing Schools","ASA","Sailing Instruction","Education","Outdoors","Sports","Sailing","American Sailing Association","http://www.american-sailing.com","California","Los Angeles","$","No","Shop It","American Sailing Association is the leading authority on sailing instruction & sailing schools in the United States. Learn to sail through networks of certified sailing schools with certified sailing instructors. Through the sailing classes, ASA will help you learn sailing safely & with confidence. ASA Certified Students can go from basic sailing lessons to advanced sailing courses, enjoying sailing experiences around the world. ","Los Angeles","Organizations",,"[Sailing Schools] Learn To Sail. See List Of Sailing Schools Offering Sailing Courses",,,
"Articles","International Animated Film Society ","Annie Awards","Film Society","Animation Links","Film Society Archives","x","x","Animation","Animated Film Society ","ASIFA-Hollywood: The International Animated Film Society ","http://www.asifa-hollywood.org","California","Burbank","Free","No","See It","ASIFA-Hollywood is the Los Angeles chapter of The International Animated Film Society and is non profit organization dedicated to the advancement of the art of animation. ASIFA sponsors screenings and seminars; host the Annie Awards, animation's highest honor; preserve films in danger of being lost to time, support animation education and journalism; and maintain an archive, library and museum of animation in Burbank CA.","Los Angeles","Organizations",,,,,
"Labor Union","SAG","SAG News","Actors Guild","Actors","x","x","x","Entertainment","Screen Actors Guild","Screen Actors Guild","http://www.sag.org/","California","Los Angeles","Free  ","No","See It","Screen Actors Guild is the nation's largest labor union representing working actors. The Guild exists to enhance actors' working conditions, compensation and benefits and to be a powerful, unified voice on behalf of artists' rights.","Los Angeles","Organizations",,,,,
"World Boxing Organizations","Boxing Organizations","WBC","Boxing News","World Boxing","World Boxing News","World Boxing Results","Boxing Community","Sports","Boxing","World Boxing Council","http://www.wbcboxing.com","Mexico","Colonia Lindavista","Free","No","See It","The World Boxing Council online is the worlds largest sanctioning organization leading boxing to its highest goals.  The WBC features 11 countries: the USA, Argentina, Great Britain, France, Mexico, Philippines, Panama, Chile, Peru, Venezuela and Brazil. The website offers official fight results, rankings, photo gallery and hall of fame and more.","Mexico","Organizations","Official World Boxing Council Website",,,,
"Jewish Community Resources","Jewish Community","Miami Jewish Group","Jewish Federation","Being Jewish","x","x","x","Jewish Organization","Jewish life in Miami ","JewishMiami.org","http://www.jewishmiami.org","Florida","Miami","Free","No","See It","The Greater Miami Jewish Federation exists to ensure that we act collectively and responsibly to meet the needs and safeguard the freedoms of all Jewish people.  The Federation has worked to build our community and enrich the quality of Jewish life in the Greater Miami area","Miami","Organizations",,,,,
"Human Development","Humanitarian Program","Disaster Relief Aid","Housing Projects","Feed the Poor","x","x","x","Charities","Salvadoran Development Programs","Salvadoran American Humanitarian Foundation","http://www.sahf.org/","Florida","Miami","Free  ","No","See It","SAHF supports programs in Human Development, Health, Education, Nutrition, Housing and Disaster Relief Aid implemented by its in-country sister Foundation, FUSAL, which together with other organizations work to improve the quality of life of the Salvadoran people","Miami","Organizations",,,,,
"Youth Development","Leadership Practice","Leadership Program","Alumni Programs","Leadership and Strategy","x","x","x","Community Projects","Community Leadership","Public Allies","http://www.publicallies.org","Wisconsin","Milwaukee","Free","No","See It","Public Allies is changing the face and practice of leadership in communities across the country. They work to advance new leadership to strengthen communities, nonprofits and civic participation.","Milwaukee","Organizations",,,,,
"Bicycling","Travel","Bicycle Travel","Bicycle Touring","Adventure Cyclist ","Forums","Outdoors","x","Sports","Cycling","Adventure Cycling Association","http://adv-cycling.org","Montana","Missoula","Free","No","Do It","Adventure Cycling is a bicycle travel organization in North America with over 40 thousand members nationwide. Adventure Cycling Association’s mission is to inspire people of all ages to travel by bicycle for fitness, fun, and self discovery. Adventure Cycling creates bike routes and maps for our Adventure Cycling Route Network, lead bike tours, publish Adventure Cyclist magazine for our membership, work on bicycle advocacy projects such as the U.S. Bicycle Route System, sell bike gear, and provides bicycle travel information. Self-contained bike trips are our specialty.","Missoula","Organizations",,,,,
"Cancer Resources","Cancer","Support Group","Breast Cancer Information","Breast Cancer Support Group","Health","x","x","Health & Medicine","Breast Cancer","Community Breast Health Project","http://www.cbhp.org","California","Palo Alto","Free","No","See It","Breast Cancer Connections strives to ensure that anyone in our community who faces breast cancer will not face it alone, and that the needs of all breast cancer patients and survivors, their families and friends will be met. ","Mountain View","Organizations",,,,,
"Kenya Economic Growth","Business Development","Promoting Technology","Creating Jobs","x","x","x","x","Charities","African Organization","KickStart","http://www.kickstart.org/","Kenya","Nairobi","Free  ","No","See It","KickStart is an NGO (non-governmental, non-profit organization) which promotes sustainable employment creation and economic growth by researching, developing and promoting technologies appropriate for small scale enterprises in Kenya and the region.","Nairobi","Organizations",,,,,
"Women's Billiard Association","Women Billiard Players","Billiard Association","Pool","WPBA","Pool Tournaments","x","x","Sports","Billiards","Women's Professional Billiard Association","http://www.wpba.com","Tennessee","Goodlettsville","Free","No","See It","Women's Professional Billiard Association has player profiles, tour news, tournament information and more.","Nashville","Organizations",,,,,
"Environmental Issues","Bird Society","Help Save The Birds","Conservation","Charities","Science","Magazines","x","Environment & Going Green","Animals","Audubon ","http://www.audubon.org","New York","New York City","Free","No","See It","Audubon's mission is to conserve and restore natural ecosystems, focusing on birds, other wildlife, and their habitats for the benefit of humanity and the earth's biological diversity. ","New York","Organizations",,"[Bird Society] Are You A Bird Lover? See The Bird Society Online",,,
"ACLU","Civil Rights ","Supreme Court","Legislative News","Action Network","ACLU News","Charities","x","Society & Culture","Civil Liberties","The American Civil Liberties Union","http://www.aclu.org","New York","New York City","Free","No","See It","The American Civil Liberties Union's (ACLU),  mission is to preserve all of these protections and guarantees:  First Amendment rights, right to equal protection under the law, right to due process and right to privacy.  The website features Supreme Court cases, legislative updates, action alerts, ACLU new, and issues news. ","New York","Organizations",,,,,
"Cancer Resources","Reference & Resources","Types of Cancer","Cancer Directory","Cancer Treatment Options","Cancer Clinical Trials","ACOR","Social Network","Health & Medicine","Cancer","ACOR.org","http://www.acor.org","New York","New York City","Free","No","See It","The heart of ACOR is a large collection of cancer-related Internet mailing lists, which deliver over a million email messages to subscribers. In addition to supporting the mailing lists, ACOR develops and hosts state-of-the-art Internet-based knowledge systems that allow the public to find and use credible information relevant to their illness.","New York","Organizations",,,,,
"Cancer","Avon","Fight Against Cancer","Breast Cancer Crusade","Health","Charities","Avon Walk for Breast Cancer","Avon Foundation","Health & Medicine","Breast Cancer","Avon Foundations Breast Cancer Crusade","http://www.avoncompany.com/women/avoncrusade","New York","New York City","Free","No","See It","The mission of the Avon Foundation Breast Cancer Crusade is to raise funds and awareness for advancing access to care and finding a cure for breast cancer, with a focus on the medically underserved. From its launch in 1992 through 2006, the multi-faceted initiatives of the Avon Breast Cancer Crusade have raised and awarded more than $450 million to the breast cancer cause worldwide.","New York","Organizations",,,,,
"Cancer Support Services","Reference & Resources","Support Group","Cancer Support Groups","Free Cancer Support Services","Cancer Resources","Health","x","Health & Medicine","Cancer","CancerCare.org","http://www.cancercare.org","New York","New York City","Free","No","See It","CancerCare is a national nonprofit organization providing free, professional support services to anyone affected by cancer, including people with cancer, caregivers, children, loved ones, and the bereaved. CancerCare programs, including counseling, education, financial assistance and practical help – are provided by trained oncology social workers and are completely free of charge.","New York","Organizations",,"[Cancer Support] Find Support When You Need It",,,
"Education Recruitment","Educator Training","School Leadership","Community Development","New Schools","Leaders in Education","x","x","Education","Education Leaders","New Leaders for New Schools","http://www.nlns.org/","New York","New York City","Free  ","No","See It","New Leaders for New Schools is a national non-profit organization that selects and trains passionate and results focused individuals, from within education, as well as former educators, to become urban public school principals. New Leaders for New Schools is a working as a community of leaders, schools, and change agents to ensure high academic achievement for every child, in every city, in every school","New York","Organizations",,,,,
"International Education","Youth Leadership","Citizen Negotiation","Ending Conflict","Promoting Peace","x","x","x","Nonprofit Organization","Co-existence","The PeaceWorks Group","http://www.peaceworks.net/","New York","New York City","Free","No","See It","The PeaceWorks Foundation supports creative and innovative efforts to foster understanding, tolerance and co-existence in regions of conflict through concrete and practical methodologies","New York","Organizations",,,,,
"Charitable Giving","Philanthropy","Rockefeller Philanthropy","Nonprofit Initiatives","x","x","x","x","Charities","Philanthropy Advice","Rockefeller Philanthropy Advisors","http://www.rockpa.org/","New York","New York City","Free","No","See It","Rockefeller Philanthropy Advisors provides research and counsel on charitable giving, develops philanthropy programs, and offers complete program, administrative and management services for foundations and trusts. It also operates a charitable gift fund (The Philanthropic Collaborative) through which clients can make gifts inside and outside the United States, participate in funding consortia, and operate nonprofit initiatives","New York","Organizations",,,,,
"Affordable Glasses","Distributing Glasses to the Under Privileged","Poverty Foundation","Social Entrepreneurship","Glasses for the Poor","Under Privileged","x","x","Charities","Reading Glasses for the Poor","Scojo Foundation","http://www.scojofoundation.org/","New York","New York City","Free","No","See It","Scojo Foundation is a non-profit social enterprise that reduces poverty and generates opportunity through the sale of affordable reading glasses. Scojo Vision Entrepreneurs are low-income men and women living in rural villages who are trained to conduct vision screenings within their communities, sell affordable reading glasses, and refer those who require advanced eye care to reputable clinics","New York","Organizations",,,,,
"Food Education","Community Groups","Healthy Eating Habits","Nutrition and Food","x","x","x","x","Education","Food & Beverage","Slow Food USA","http://www.slowfoodusa.org/","New York","New York City","Free","No","See It","Slow Food USA is a non-profit educational organization dedicated to supporting and celebrating the food traditions of North America through programs and activities dedicated to Taste Education, Defending Biodiversity and Building Food Communities. Slow Food USA believes that pleasure and quality in everyday life can be achieved by slowing down, respecting the convivial traditions of the table and celebrating the diversity of the earth's bounty","New York","Organizations",,,,,
"Global Trade Portal","International Trades","Trade Leads","Import-Export","Worldwide Trade Leads","International Finance ","Money & Finance","x","Business","International Business","Federation of International Trade Associations","http://www.fita.org","New York","Brooklyn","Free","No","See It","The FITA Global Trade Portal, is the source for international import export trade leads, events, and links to 8,000 international trade (export import) related Websites. FITA (The Federation of International Trade Associations) has 450 association members and 450,000 linked company members dedicated to the promotion of international trade, import-export, international logistics management, international finance and more. ","New York ","Organizations",,,,,
"Cancer Resources","Teens with Cancer","Support Groups","Support Group for Teens","Peer Support Group","Reference & Resources","x","x","Health & Medicine","Cancer","CanTeen","http://www.canteen.org.nz","New Zealand","Auckland","Free","No","See It","Canteen is the New Zealand Organization supporting young people living with Cancer. CanTeen was established to ensure that no young person in New Zealand living with cancer should ever have to feel alone. ","New Zealand","Organizations",,,,,
"Animal Cruelty","Animal Rights","Fight Animal Abuse","PETA","Protection For The Ethical Treatment of Animals","Animal Reference","x","x","Advocacy Group","Animals Rights","PETA-Other Peta Websites","http://www.peta.org/other.asp","Virginia","Norfolk","Free","No","See It","PETA presents other Peta websites containing content that PETA endorses and supports. They offer information on animals used for clothing, animal testing, companion animals, and general animal rights.","Norfolk","Organizations",,,,,
"Barefoot Hikers","Outdoor Activities","Walking Clubs","Barefoot Hikers Chapters","How To Hike Barefoot","Hiking Resources","Outdoors","x","Hiking","Hiking Clubs","Barefoot Hikers","http://www.barefooters.org/hikers","California","Berkeley","$","No","See It","There is nothing more natural than hiking through nature barefoot. The soles of your feet and toes are wonderful sensory organs and the myriad of feelings from earth, grass, moss, pine needles, and mud are wonderful. Many could not see hiking any other way. The Barefoot Hikers are groups of people who enjoy hiking barefoot. The first Barefoot Hikers chapter was started by Richard Frazine, author of The Barefoot Hiker.","Oakland","Organizations",,"[Outdoor Activities] Do You Enjoy Hiking Barefoot?",,,
"Dance Programs","Kids Dance Programs","Dance","Entertainment","Teacher Resources","Teen Dance Programs","x","x","Education","Kids & Teens","Luna Kids Dance ","http://www.lunakidsdance.com","California","Berkeley","Free","No","See It","Luna Kids Dance established in 1992, is a comprehensive organization designed to deepen and broaden the creative abilities of children through thoughtful inquiry-based projects and those of adults through our professional development services. LKD's comprehensive program components: Children's Services, Early Childhood Education, and Professional Development, fulfill our mission to bring all children to dance and dance to all children.","Oakland","Organizations",,,,,
"Cancer Resources","Reference & Resources","Charities","Cancer Statistics","Cancer Facts","Charities for a Cause","Learn About Cancer","Cancer Services","Health & Medicine","Cancer","American Cancer Society","http://www.cancer.org","Oklahoma","Oklahoma City","Free","No","See It","The American Cancer Society (ACS) is a nationwide, community-based voluntary health organization. With chartered divisions throughout the country and over 3,400 local offices, the American Cancer Society (ACS) is committed to fighting cancer through balanced programs of research, education, patient service, advocacy, and rehabilitation. ","Oklahoma City","Organizations",,,,,
"Sesame Street","Games","Preschool Games","Sesame Street Video","Elmo","Sesame Street Games","Television & Radio","Entertainment","Education","Kids & Teens","Sesame Workshop","http://www.sesameworkshop.org","Online","Online","Free","No","See It","Sesameworkshop.org provides information about the Workshop’s endeavors both domestically and internationally, in addition to providing children's activities and tips for parents. Sesameworkshop.org hopes you will find the site helpful and informative, whether you're visiting with a child in search of educational fun or looking for resources to help guide a child through a particular challenge.","Online","Organizations",,,,,
"Entertainment","Boy Scout Resources","Scouting News","Boy Scout Program","Cub Scouting Program","Scout Camp Search","Scouting Activities","x","Hobbies & Crafts","Boy Scouts","U.S. Scouting Service Project","http://usscouts.org/usscouts/start.asp","Online","Online","Free","No","Do It","U.S. Scouting Service Project is a scouting directory with a large collection of online resources. ","Online","Organizations",,,,,
"Youth Bowling","USBC","Youth Bowling News","Bowling News","Bowling Resources","Youth Bowling","Kids & Teens","United States Bowling Congress","Sports","Bowling","Bowling.com - Youth","http://www.bowl.com/youth","Online","Online","Free","No","See It","The United States Bowling Congress officially launched Jan. 1, 2005, as the organization to serve amateur adult and youth bowlers in the United States. The USBC's mission is, as the national governing body, ensures the integrity and protects the future of the sport, provides programs and services and enhances the bowling experience. Features news, tournaments and results, coaching tips, bowling tips and rules and more.","Online","Organizations","Official United States Bowling Congress Website",,,,
"Kids Cancer Stories","Kids Cancer Resources","Wall of Memory for Cancer Kids","Children's Cancer Stories","Reference & Resources","Health","Kids & Teens","x","Health & Medicine","Cancer","Cancer Kids","http://www.cancerkids.org","Online","Online","Free","Yes","See It","Cancer Kids is a web-based organization which began in 1997 with one simple goal: to help children with cancer tell their stories to the world. Also has a message boards with several topics.","Online","Organizations",,,,,
"Cigar Information","Cigar Resources","Message Boards","Cigar Community","Cigar Database","Cigar Brand Database","Tobacconists ","x","Cigars","Hobbies & Crafts","Internet Cigar Group","http://www.cigargroup.com","Online","Online","Free","No","See It","Internet Cigar Group - the world's largest organization of cybersmokers! The pages here are full of free, non-commercial information representing cybersmokers from all over the world! Visit the Internet Cigar Group's Resource Page - one of the best, most comprehensive collections of cigar information on the Internet! ","Online","Organizations",,,,,
"Table Tennis","Para Tournaments","Ping Pong","Paralympics","Digital TV","x","x","x","Games","Sports","ITTF Para Table Tennis","http://www.ipttc.org","Online","Online","Free   ","No","See It","ITTF Para Table Tennis, the official governing body for disabled table tennis, both wheelchair and standing disabled. Provides up-to-date information, player rankings and more","Online","Organizations",,,,,
"Laptops for Children","Children's Laptop","Learning","Children's Education","Children's Charities","x","x","x","Charities","One Laptop Per Child","One Laptop Per Child","http://www.laptopgiving.org","Online","Online","Free","No","See It","The mission of One Laptop per Child (OLPC) is to empower the children of developing countries to learn by providing one connected laptop to every school-age child. In order to accomplish our goal, we need people who believe in what we’re doing and want to help make education for the world’s children a priority, not a privilege","Online","Organizations",,,,,
"US Charity Office","Charitable Solicitations","Charity Legislation","Charity Regulations","Charity","x","x","x","Charities","Charitable Organizations","NASCO-National Association of State Charity Officials","http://www.nasconet.org/agencies/document_view","Online","Online","Free","No","See It","The National Association of State Charity Officials (NASCO) is an association of state offices charged with oversight of charitable organizations in the United States. The requirements and procedures for forming charitable organizations differ from state to state, as do the registration and filing requirements for organizations that conduct charitable activities or solicit charitable contributions","Online","Organizations",,,,,
"Business Scams","Business Fraud","Financial Scams","Currency Scams","Tax Scams","Scams","Forums","x","Business","Education","Quatloos","http://www.quatloos.com","Online","Online","Free","No","See It","Welcome to Quatloos-Cyber-Museum of Scams & Frauds. Quatloos.com is a public educational website covering a wide variety of financial scams and frauds, including wacky “prime bank” frauds, exotic foreign currency scams, offshore investment frauds, tax scams, “Pure Trust” structures and more.","Online","Organizations",,,,,
"Quality of Life","Lessen Poverty","Humanitarian Aid","Income Generation","Charity","Organizations","x","x","Charities","Remote Indonesian Islands","The Sumba Foundation","http://www.sumbafoundation.org/","Online","Online","Free","No","See It","The Sumba Foundation was established by Claude Graves and Sean Downs to improve the quality of life for the indigenous people of this remote Indonesian island. The Sumba Foundation is deeply committed to lessening the consequences of poverty on the island of Sumba by providing humanitarian aid by fostering village-based projects that impact health (including services and malaria control), education, water and income-generation, while preserving and respecting the fragile culture and traditions of its people","Online","Organizations",,,,,
"Olympic Boxing","Olympic Style Boxing","USA Amateur Boxing","Boxing News","Amateur Boxing Results","Amateur Boxing ","Men's Amateur Boxing ","US Olympics Network","Sports","Boxing","USA Boxing","http://www.usaboxing.org/","Online","Online","Free","No","See It","USA Boxing is the national governing body of amateur, Olympic-style boxing, and is the United States' member organization of the International Amateur Boxing Association (AIBA). As a national governing body recognized by the United States Olympic Committee, USA Boxing is responsible for the administration, development and promotion of Olympic-style boxing in the United States. Features news, rankings, n","Online","Organizations",,,,,
"Billiard Players","Pool Players Association","Pool League","Pool","USBA","Pool Tournaments","Forums","x","Sports","Billiards","United States Billiard Association","http://www.usba.net/","Online","Online","Free","No","See It","United States Billiard Association is the governing body for all Carom Billiard games in the USA, in particular, 3-Cushion Billiards. Includes tournament information, new, pool instructions, Billiard rooms nationwide and more.","Online","Organizations",,,,,
"Competitive Chess","Chess Organizations","Tournament","Chess News","Chess Federation","x","x","x","Games","Chess","United States Chess Federation (USCF)","http://www.uschess.org","Online","Online","Free","No","See It","The United States Chess Federation (USCF) is the official, not-for-profit US membership organization for chess players and chess supporters of all ages and strengths, from beginners to Grandmasters. The USCF represents the United States in the World Chess Federation (FIDE), linking US members to chess players around the world. USCF has grown to over 80,000 members and over 2,000 affiliated chess clubs and organizations today.","Online","Organizations",,,,,
"Boating Safety","Boating Education","Boating Course","Boating Guide","Vessel Safety Check","Sports","x","x","Education","Boating","United States Power Squadrons ","http://www.usps.org","Online","Online","Free","No","See It","United States Power Squadrons is a non profit, educational organization dedicated to making boating safer and more enjoyable by teaching classes in seamanship, navigation and related subjects. Our members are boating families who contribute to their communities by promoting safe boating through education. USPS has some 45,000 members organized into 450 squadrons across the country and in some US territories. USPS is America's largest non-profit boating organization and has been honored by three US presidents for its civic contributions. ","Online","Organizations",,,,,
"International Policy","World Economic Growth","Financial Stability","Better World Economy","x","x","x","x","Economic Policies","Government Policy","OECD","http://www.oecd.org","France","Paris","Free  ","No","See It","The OECD provides a setting where governments compare policy experiences, seek answers to common problems, identify good practice and coordinate domestic and international policies","Paris","Organizations",,,,,
"Stamps","Philatelic Organizations","Stamp Collectors","Philatelic","Philatelic Society","Stamp Collections","x","x","Hobbies & Crafts","Stamp Collecting","American Philatelic Society ","http://www.stamps.org","Pennsylvania","Bellefonte","Free","No","See It","American Philatelic Society has nearly 44,000+ members in more than 110 countries, the APS is the largest, nonprofit society in the world for stamp collectors. Whether you are a beginning collector or have years of philatelic experience, the American Philatelic Society offers you a number of services and educational opportunities to broaden your personal collection and enhance your special collecting interests.","Pittsburgh","Organizations",,,,,
"Tall Ships","Youth Adventure Program","Sail Training","Tall Ship Challenge","ASTA","Scholarship Programs","Education","x","Sports","Sailing","American Sail Training Association","http://tallships.sailtraining.org","Rhode Island","Newport","$","No","Shop It","The American Sail Training Association is a nonprofit organization focused on youth education, leadership development and the preservation of the maritime heritage of North America. In addition to organizing the TALL SHIPS CHALLENGE Series, ASTA manages scholarship programs to make sail training experiences more affordable for young people, grant programs to assist crew of ASTA member vessels with the costs of professional development courses and licensing requirements and publishes SAIL TALL SHIPS!","Providence","Organizations",,"[Sailing] Want To Learn How To Sail A Ship?",,,
"Sailing Association","Regatta Network","Sailing News","Sailing Training","Sailboat Classes","Sailboat Racing","Sailor Education","x","Sports","Sailing","U.S. Sailing","http://www.ussailing.org","Rhode Island","Portsmouth","Free","No","See It","As the National Governing Body for the sport of sailing, US SAILING's mission is to provide leadership for the sport of sailing in the United States. The organization works to achieve this mission through a wide range of programs and events, geared towards providing an equal level playing field for all sailors. ","Providence","Organizations",,,,,
"Billiard Players","Pool Players Association","Pool League","Pool","APA","Pool Tournaments","x","x","Sports","Billiards","American Poolplayers Association","http://www.poolplayers.com","Missouri","St. Louis","Free","No","See It","The American Poolplayers Association was founded by professional poolplayers Terry Bell and Larry Hubbart in 1979 and has grown to more than 260,000 members and boasts more members than all other ""national"" leagues combined. The APA also conducts the U.S. Amateur Championship, the pool world's most prestigious amateur tournament, which is the only competition open to APA members and nonmembers alike. ","Saint Louis","Organizations",,,,,
"Walking Association","Walking Programs","Volkssport","Outdoor Activities","Walking Events","Events","x","x","Outdoors","Walking Clubs","American Volkssports Association","http://www.ava.org","Texas","Universal City","Free","No","Do It","American Volkssports Association- Come walk with the clubs and walkers of the American Volkssport Association. Meet friends and walk scenic trails at your own pace for health, fitness, and fun. The AVA's network of 350 Walking Clubs organize more than 3000 walking events per year in all 50 states, as well as occasional bikes, skis, and swims. All events are open to the public - come walk with us.","San Antonio","Organizations",,,,,
